,id_a,distancia,split_number,bf
162,AN166182,1,8,bbf
163,AN192980,1,8,bbf
164,AN132886,1,8,bbf
165,AN195770,1,8,bbf
166,AN198038,1,8,bbf
167,AN121625,1,8,bbf
168,AN124301,1,8,bbf
169,AN163264,1,8,bbf
170,AN109444,1,8,bbf
171,AN99584,1,8,bbf
172,AN106055,1,8,bbf
173,AN14003,1,8,bbf
174,EH109111,1,8,bbf
175,AN14524,1,8,bbf
176,AN187401,1,8,bbf
177,AN197757,1,8,bbf
178,AN102279,1,8,bbf
179,AN57633,1,8,bbf
180,AN56469,1,8,bbf
181,AN186071,1,8,bbf
182,AN121822,1,8,bbf
183,AN126895,1,8,bbf
184,AP54149,1,8,bbf
185,EL50977,1,8,bbf
186,AP39965,1,8,bbf
187,AP73880,1,8,bbf
188,AP23032,1,8,bbf
189,AM73731,1,8,bbf
190,AP27264,1,8,bbf
191,AP69516,1,8,bbf
192,AP28281,1,8,bbf
193,AP4480,1,8,bbf
194,AP75921,1,8,bbf
195,AP29442,1,8,bbf
196,AP39912,1,8,bbf
197,AP30991,1,8,bbf
198,AM64602,1,8,bbf
199,AP81448,1,8,bbf
200,AR14008,1,8,bbf
201,AS63804,1,8,bbf
202,AS58016,1,8,bbf
203,AS79203,1,8,bbf
204,AS86129,1,8,bbf
205,AS36678,1,8,bbf
206,AS24148,1,8,bbf
207,AS86503,1,8,bbf
208,AS78167,1,8,bbf
209,AS85572,1,8,bbf
210,AS47144,1,8,bbf
211,AS76317,1,8,bbf
212,AS85196,1,8,bbf
213,DL115164,1,8,bbf
214,AS65390,1,8,bbf
215,AS77317,1,8,bbf
216,AS13031,1,8,bbf
217,AS44520,1,8,bbf
218,AS14976,1,8,bbf
219,AS75879,1,8,bbf
220,AT8181,1,8,bbf
221,AT8481,1,8,bbf
222,AT27997,1,8,bbf
223,AW190842,1,8,bbf
224,AX68174,1,8,bbf
225,AW132709,1,8,bbf
226,AW6363,1,8,bbf
227,AW196088,1,8,bbf
228,AW167906,1,8,bbf
229,CW509040,1,8,bbf
230,AW138252,1,8,bbf
231,AW108699,1,8,bbf
232,AW110905,1,8,bbf
233,AW203617,1,8,bbf
234,AW168443,1,8,bbf
235,AW134578,1,8,bbf
236,AW90915,1,8,bbf
237,AW166651,1,8,bbf
238,AW131893,1,8,bbf
239,AW172023,1,8,bbf
240,AW127055,1,8,bbf
241,AW206282,1,8,bbf
242,AW157381,1,8,bbf
243,AW161689,1,8,bbf
244,CN61774,1,8,bbf
245,AW131735,1,8,bbf
246,AW23336,1,8,bbf
247,AW168724,1,8,bbf
248,AW84328,1,8,bbf
249,AW144840,1,8,bbf
250,AW102616,1,8,bbf
251,AW174965,1,8,bbf
252,AW6339,1,8,bbf
253,AW185536,1,8,bbf
254,AX2065,1,8,bbf
255,AX47586,1,8,bbf
256,AX4014,1,8,bbf
257,AX32662,1,8,bbf
258,AX7110,1,8,bbf
259,AX42203,1,8,bbf
260,AX54075,1,8,bbf
261,AX36949,1,8,bbf
262,AX9577,1,8,bbf
263,DE174808,1,8,bbf
264,AX36413,1,8,bbf
265,AX56958,1,8,bbf
266,AX35850,1,8,bbf
267,AY16743,1,8,bbf
268,AY25754,1,8,bbf
269,AY34658,1,8,bbf
270,AZ16432,1,8,bbf
271,AY27393,1,8,bbf
272,BA5123,1,8,bbf
273,BA7616,1,8,bbf
274,BA15079,1,8,bbf
275,BB36934,1,8,bbf
276,BB46453,1,8,bbf
277,BB94097,1,8,bbf
278,BB102225,1,8,bbf
279,DN71002,1,8,bbf
280,BB72542,1,8,bbf
281,BB41530,1,8,bbf
282,BB59749,1,8,bbf
283,BB42488,1,8,bbf
284,BB52527,1,8,bbf
285,BB33624,1,8,bbf
286,BB45678,1,8,bbf
287,BB71552,1,8,bbf
288,BC56103,1,8,bbf
289,BC56478,1,8,bbf
290,BC47962,1,8,bbf
291,BC28458,1,8,bbf
292,BC51840,1,8,bbf
293,BC55500,1,8,bbf
294,BC46727,1,8,bbf
295,BC36579,1,8,bbf
296,BC18810,1,8,bbf
297,BD8064,1,8,bbf
298,BD130599,1,8,bbf
299,BD105809,1,8,bbf
300,BD52290,1,8,bbf
301,BD114669,1,8,bbf
302,BD99277,1,8,bbf
303,BD138825,1,8,bbf
304,BD73339,1,8,bbf
305,BD135190,1,8,bbf
306,BD27764,1,8,bbf
307,BD46333,1,8,bbf
308,BD106654,1,8,bbf
309,BD121893,1,8,bbf
310,BD115898,1,8,bbf
311,BD7770,1,8,bbf
312,BD77832,1,8,bbf
313,BD114224,1,8,bbf
314,BD111555,1,8,bbf
315,BD130926,1,8,bbf
316,DD110802,1,8,bbf
317,BD79835,1,8,bbf
318,BD114053,1,8,bbf
319,BE400449,1,8,bbf
320,BE109801,1,8,bbf
321,BE277587,1,8,bbf
322,BE298300,1,8,bbf
323,BE337380,1,8,bbf
324,BE299565,1,8,bbf
325,BE253559,1,8,bbf
326,BE305470,1,8,bbf
327,BE173376,1,8,bbf
328,BE7466,1,8,bbf
329,BE58235,1,8,bbf
330,BE298406,1,8,bbf
331,BE316549,1,8,bbf
332,BE300057,1,8,bbf
333,BE346495,1,8,bbf
334,BE305230,1,8,bbf
335,BE285220,1,8,bbf
336,BE289998,1,8,bbf
337,BE210125,1,8,bbf
338,BE298555,1,8,bbf
339,BE374535,1,8,bbf
340,BE207356,1,8,bbf
341,BE233682,1,8,bbf
342,BE60962,1,8,bbf
343,BE239936,1,8,bbf
344,BE390939,1,8,bbf
345,BE318047,1,8,bbf
346,BE393259,1,8,bbf
347,BE327138,1,8,bbf
348,BE370476,1,8,bbf
349,BE251126,1,8,bbf
350,BE154108,1,8,bbf
351,BE190376,1,8,bbf
352,BE108939,1,8,bbf
353,BE274364,1,8,bbf
354,BE304350,1,8,bbf
355,BE174851,1,8,bbf
356,BE290718,1,8,bbf
357,BE242288,1,8,bbf
358,BE141354,1,8,bbf
359,BE55827,1,8,bbf
360,EH816715,1,8,bbf
361,BE78653,1,8,bbf
362,BE281379,1,8,bbf
363,BE310498,1,8,bbf
364,BE14869,1,8,bbf
365,BE317551,1,8,bbf
366,BE275311,1,8,bbf
367,BE386251,1,8,bbf
368,BE286078,1,8,bbf
369,BE160543,1,8,bbf
370,BE188733,1,8,bbf
371,BE302016,1,8,bbf
372,BE49185,1,8,bbf
373,BE105527,1,8,bbf
374,BE172950,1,8,bbf
375,BE255485,1,8,bbf
376,BE195283,1,8,bbf
377,BE49652,1,8,bbf
378,BE131036,1,8,bbf
379,BE308480,1,8,bbf
380,BE308688,1,8,bbf
381,BE349567,1,8,bbf
382,BE233350,1,8,bbf
383,BF33177,1,8,bbf
384,BF27159,1,8,bbf
385,BF28207,1,8,bbf
386,BF20965,1,8,bbf
387,BG18839,1,8,bbf
388,BG8403,1,8,bbf
389,BG2829,1,8,bbf
390,BG31453,1,8,bbf
391,BG47021,1,8,bbf
392,BG47029,1,8,bbf
393,DZ12338,1,8,bbf
394,BH80872,1,8,bbf
395,BN363007,1,8,bbf
396,BH13586,1,8,bbf
397,BH101915,1,8,bbf
398,BH149024,1,8,bbf
399,BH52304,1,8,bbf
400,BH163457,1,8,bbf
401,BH18129,1,8,bbf
402,BH18457,1,8,bbf
403,BH95277,1,8,bbf
404,BH102713,1,8,bbf
405,BH164806,1,8,bbf
406,BH79219,1,8,bbf
407,BH127133,1,8,bbf
408,BH140486,1,8,bbf
409,BH125098,1,8,bbf
410,BH6804,1,8,bbf
411,BH97700,1,8,bbf
412,BH152057,1,8,bbf
413,BH138141,1,8,bbf
414,BH63938,1,8,bbf
415,BJ42479,1,8,bbf
416,BJ5507,1,8,bbf
417,BJ36536,1,8,bbf
418,BJ24312,1,8,bbf
419,BK19207,1,8,bbf
420,BK43122,1,8,bbf
421,BK49547,1,8,bbf
422,BL132720,1,8,bbf
423,BL341037,1,8,bbf
424,BL347340,1,8,bbf
425,BL202249,1,8,bbf
426,BL258824,1,8,bbf
427,BL188825,1,8,bbf
428,BL191742,1,8,bbf
429,BL226149,1,8,bbf
430,BL74341,1,8,bbf
431,BL442077,1,8,bbf
432,BL455194,1,8,bbf
433,BY540657,1,8,bbf
434,BL263314,1,8,bbf
435,BL410348,1,8,bbf
436,BL285842,1,8,bbf
437,BL272835,1,8,bbf
438,BL375922,1,8,bbf
439,BL160995,1,8,bbf
440,BL394897,1,8,bbf
441,BL287354,1,8,bbf
442,BL330909,1,8,bbf
443,BL392966,1,8,bbf
444,BL353852,1,8,bbf
445,BL442823,1,8,bbf
446,BL463247,1,8,bbf
447,BL362701,1,8,bbf
448,BL385077,1,8,bbf
449,BL38460,1,8,bbf
450,BL370832,1,8,bbf
451,BL343618,1,8,bbf
452,BL129855,1,8,bbf
453,BL371881,6,8,bbf
454,BL301201,1,8,bbf
455,BL335246,2,8,bbf
456,BL230746,1,8,bbf
457,BL239897,1,8,bbf
458,BL43923,1,8,bbf
459,BL262935,1,8,bbf
460,BN324213,1,8,bbf
461,BL350444,1,8,bbf
462,BL281581,1,8,bbf
463,BL273851,1,8,bbf
464,BL459240,1,8,bbf
465,BL362097,1,8,bbf
466,BL465094,1,8,bbf
467,BL317367,5,8,bbf
468,BL213722,1,8,bbf
469,BL401222,1,8,bbf
470,BL419426,1,8,bbf
471,BL362350,1,8,bbf
472,BL344234,1,8,bbf
473,BL401502,1,8,bbf
474,BL364347,1,8,bbf
475,EH563588,1,8,bbf
476,BL325967,1,8,bbf
477,BL57028,1,8,bbf
478,BL382807,1,8,bbf
479,BL446120,1,8,bbf
480,BL372677,1,8,bbf
481,BL279830,1,8,bbf
482,BL441462,1,8,bbf
483,BL402693,1,8,bbf
484,BL308254,1,8,bbf
485,BL364328,1,8,bbf
486,BL51056,1,8,bbf
487,BL396640,1,8,bbf
488,BL406304,1,8,bbf
489,BM63171,1,8,bbf
490,BM58363,1,8,bbf
491,BM53531,1,8,bbf
492,BM65572,1,8,bbf
493,BM33103,1,8,bbf
494,BM71895,1,8,bbf
495,BM28827,1,8,bbf
496,BM13829,1,8,bbf
497,BM46717,1,8,bbf
498,BN168880,1,8,bbf
499,BN426199,1,8,bbf
500,BN410981,1,8,bbf
501,BN299194,1,8,bbf
502,BN5491,1,8,bbf
503,BN372936,1,8,bbf
504,AK93050,1,8,bbf
505,BN472445,1,8,bbf
506,BN438845,1,8,bbf
507,BN402565,1,8,bbf
508,BN364853,1,8,bbf
509,BN464898,1,8,bbf
510,BN367718,1,8,bbf
511,BN397096,1,8,bbf
512,BN390213,1,8,bbf
513,BN290579,1,8,bbf
514,BN18742,1,8,bbf
515,BN123352,1,8,bbf
516,AF25802,1,8,bbf
517,BN141373,1,8,bbf
518,DS55628,1,8,bbf
519,BN324246,1,8,bbf
520,BN332084,1,8,bbf
521,BN442051,1,8,bbf
522,BN213508,1,8,bbf
523,BN428974,1,8,bbf
524,BN326939,1,8,bbf
525,BN379944,1,8,bbf
526,BN400394,1,8,bbf
527,BN33644,1,8,bbf
528,BN481577,1,8,bbf
529,BN149569,1,8,bbf
530,BN431739,1,8,bbf
531,BN310841,1,8,bbf
532,BN450962,1,8,bbf
533,BN38057,1,8,bbf
534,BN257937,1,8,bbf
535,BN38691,1,8,bbf
536,BN349566,1,8,bbf
537,BN84693,1,8,bbf
538,BN368018,1,8,bbf
539,BN383643,1,8,bbf
540,BN249162,1,8,bbf
541,BN386286,1,8,bbf
542,BN368203,1,8,bbf
543,BN215914,1,8,bbf
544,BN323362,1,8,bbf
545,BN109701,1,8,bbf
546,BN465709,1,8,bbf
547,BN215960,1,8,bbf
548,CW586897,1,8,bbf
549,BN379317,1,8,bbf
550,BN295849,1,8,bbf
551,BN396895,1,8,bbf
552,BN58515,1,8,bbf
553,BN288662,1,8,bbf
554,BN192017,1,8,bbf
555,BN458577,1,8,bbf
556,DN118275,1,8,bbf
557,BN401685,1,8,bbf
558,BN68262,1,8,bbf
559,BY206751,1,8,bbf
560,BN341865,1,8,bbf
561,BP5669,1,8,bbf
562,BP47509,1,8,bbf
563,BP11064,1,8,bbf
564,BP39601,1,8,bbf
565,BP33096,1,8,bbf
566,BP43742,1,8,bbf
567,BP48812,1,8,bbf
568,BR141128,1,8,bbf
569,BR188845,1,8,bbf
570,BR115155,1,8,bbf
571,BR129032,1,8,bbf
572,BR3623,1,8,bbf
573,BR158132,1,8,bbf
574,BR158454,1,8,bbf
575,BR144607,1,8,bbf
576,BR7003,1,8,bbf
577,BR203441,1,8,bbf
578,BR103751,1,8,bbf
579,BR140012,1,8,bbf
580,BR118474,1,8,bbf
581,BR172547,1,8,bbf
582,BR131163,1,8,bbf
583,BR64988,1,8,bbf
584,BR14451,1,8,bbf
585,BR101083,1,8,bbf
586,BR120847,1,8,bbf
587,BR18908,1,8,bbf
588,BR159041,1,8,bbf
589,BR165240,1,8,bbf
590,BR24218,1,8,bbf
591,BR168193,1,8,bbf
592,BR171832,1,8,bbf
593,BR153450,1,8,bbf
594,BR25792,1,8,bbf
595,BR161541,1,8,bbf
596,BR25976,1,8,bbf
597,BR168681,1,8,bbf
598,BR175076,1,8,bbf
599,BR89282,1,8,bbf
600,BR112392,1,8,bbf
601,CN68917,1,8,bbf
602,BR32165,1,8,bbf
603,BR150023,1,8,bbf
604,BR76224,1,8,bbf
605,BR173277,1,8,bbf
606,BR91043,1,8,bbf
607,BR167914,1,8,bbf
608,BS12552,1,8,bbf
609,BS2345,1,8,bbf
610,BS11236,1,8,bbf
611,BS7082,1,8,bbf
612,BS8814,1,8,bbf
613,BS12506,1,8,bbf
614,BT9971,1,8,bbf
615,BW3555,1,8,bbf
616,BW5192,1,8,bbf
617,EG2312,1,8,bbf
618,BW3133,1,8,bbf
619,BW48641,1,8,bbf
620,BW54888,1,8,bbf
621,BW43838,1,8,bbf
622,BW49573,1,8,bbf
623,BW37721,1,8,bbf
624,BX16273,1,8,bbf
625,BY268065,1,8,bbf
626,BY647378,1,8,bbf
627,BY7324,1,8,bbf
628,BY520669,1,8,bbf
629,BY536106,1,8,bbf
630,BY346731,1,8,bbf
631,BY278135,1,8,bbf
632,BY321790,1,8,bbf
633,BY506315,1,8,bbf
634,BY368647,1,8,bbf
635,BY399753,1,8,bbf
636,BY475252,1,8,bbf
637,BY624800,1,8,bbf
638,BY501364,1,8,bbf
639,BY526441,1,8,bbf
640,BY487357,1,8,bbf
641,BY510500,1,8,bbf
642,BY484820,1,8,bbf
643,BY65571,1,8,bbf
644,BY370815,1,8,bbf
645,BY386344,1,8,bbf
646,BY327538,1,8,bbf
647,BY488030,1,8,bbf
648,BY43879,1,8,bbf
649,BY375403,1,8,bbf
650,BY339901,1,8,bbf
651,BY576381,1,8,bbf
652,CY20570,1,8,bbf
653,BY484880,1,8,bbf
654,BY515642,1,8,bbf
655,BY66748,1,8,bbf
656,BY508849,1,8,bbf
657,BY73867,1,8,bbf
658,BY526651,1,8,bbf
659,BY271009,1,8,bbf
660,BY80397,1,8,bbf
661,BY633422,1,8,bbf
662,BY406542,1,8,bbf
663,BY480902,1,8,bbf
664,BY553301,1,8,bbf
665,BY304146,1,8,bbf
666,BY563186,1,8,bbf
667,BY398436,1,8,bbf
668,BY523954,1,8,bbf
669,BY486193,1,8,bbf
670,BY527797,1,8,bbf
671,BY114669,1,8,bbf
672,BY513850,1,8,bbf
673,BY386031,1,8,bbf
674,BY588969,1,8,bbf
675,BY353078,1,8,bbf
676,BY535840,1,8,bbf
677,BY293095,1,8,bbf
678,BY386663,1,8,bbf
679,BY307179,1,8,bbf
680,BY528290,1,8,bbf
681,BY616914,1,8,bbf
682,BY364341,1,8,bbf
683,BY152778,1,8,bbf
684,BY327303,1,8,bbf
685,BY652888,1,8,bbf
686,BY487510,1,8,bbf
687,BY544639,1,8,bbf
688,BY364038,1,8,bbf
689,BY569365,1,8,bbf
690,BY372754,1,8,bbf
691,BY464842,1,8,bbf
692,BY413636,1,8,bbf
693,BY171512,1,8,bbf
694,BY577468,1,8,bbf
695,BY567230,1,8,bbf
696,BY173589,1,8,bbf
697,BY569566,1,8,bbf
698,BY522881,1,8,bbf
699,BY368451,1,8,bbf
700,BY415906,1,8,bbf
701,BY494204,1,8,bbf
702,BY572186,1,8,bbf
703,BY532873,1,8,bbf
704,BY380533,1,8,bbf
705,CW433160,1,8,bbf
706,BY452917,1,8,bbf
707,BY518111,1,8,bbf
708,BY606112,1,8,bbf
709,BY332577,1,8,bbf
710,BY265322,1,8,bbf
711,BY409648,1,8,bbf
712,BY205971,1,8,bbf
713,BY413114,1,8,bbf
714,BY188080,1,8,bbf
715,BY632048,1,8,bbf
716,AL210909,1,8,bbf
717,AK55337,1,8,bbf
718,BY564642,1,8,bbf
719,BZ3707,1,8,bbf
720,BZ9556,1,8,bbf
721,BZ53525,1,8,bbf
722,BE202234,1,8,bbf
723,BZ28357,1,8,bbf
724,BZ54137,1,8,bbf
725,EH141218,1,8,bbf
726,BZ29111,1,8,bbf
727,BZ44586,1,8,bbf
728,CA86536,1,8,bbf
729,CA46097,1,8,bbf
730,EH684318,1,8,bbf
731,CA74781,1,8,bbf
732,CA7368,1,8,bbf
733,CA87646,1,8,bbf
734,CA103753,1,8,bbf
735,CA96399,1,8,bbf
736,CA82068,1,8,bbf
737,CA95249,1,8,bbf
738,CA21356,1,8,bbf
739,BE251234,1,8,bbf
740,CA14581,1,8,bbf
741,CA108267,1,8,bbf
742,CA77283,1,8,bbf
743,CA29871,1,8,bbf
744,CA77101,1,8,bbf
745,CA83284,1,8,bbf
746,CA87551,1,8,bbf
747,CA81330,1,8,bbf
748,CA90297,1,8,bbf
749,CB25236,1,8,bbf
750,CB5222,1,8,bbf
751,CB19786,1,8,bbf
752,AK77330,1,8,bbf
753,CB51909,1,8,bbf
754,CB52215,1,8,bbf
755,CB55768,1,8,bbf
756,CB13112,1,8,bbf
757,CB17226,1,8,bbf
758,DS69644,1,8,bbf
759,CB77083,1,8,bbf
760,CB35060,1,8,bbf
761,CB72262,1,8,bbf
762,CC119700,1,8,bbf
763,CC83137,1,8,bbf
764,CC25924,1,8,bbf
765,CC119632,1,8,bbf
766,CC96724,1,8,bbf
767,CC11372,1,8,bbf
768,CC123092,1,8,bbf
769,AL105477,1,8,bbf
770,CC92601,1,8,bbf
771,CC72644,1,8,bbf
772,CC63226,1,8,bbf
773,CC114944,1,8,bbf
774,AL131190,1,8,bbf
775,CC55095,1,8,bbf
776,CC85623,1,8,bbf
777,CC114508,1,8,bbf
778,AL141141,1,8,bbf
779,CC41392,1,8,bbf
780,CC121049,1,8,bbf
781,CC128562,1,8,bbf
782,CD19782,1,8,bbf
783,CD15975,1,8,bbf
784,CD20305,1,8,bbf
785,CD18385,1,8,bbf
786,CD24236,1,8,bbf
787,CE37711,1,8,bbf
788,CE37933,1,8,bbf
789,CE36835,1,8,bbf
790,CE48228,1,8,bbf
791,CE13756,1,8,bbf
792,CE18527,1,8,bbf
793,CE13083,1,8,bbf
794,CE27968,1,8,bbf
795,CE24997,1,8,bbf
796,CE17255,1,8,bbf
797,CE37605,1,8,bbf
798,CF2823,1,8,bbf
799,CG132476,1,8,bbf
800,CG132638,1,8,bbf
801,CG136380,1,8,bbf
802,CG134321,1,8,bbf
803,CG8215,1,8,bbf
804,CG9787,1,8,bbf
805,CG9823,1,8,bbf
806,CG130476,1,8,bbf
807,CG116958,1,8,bbf
808,CG169627,1,8,bbf
809,CG134332,1,8,bbf
810,CG19459,1,8,bbf
811,CG100262,1,8,bbf
812,AW142867,1,8,bbf
813,CG21670,1,8,bbf
814,CG22570,1,8,bbf
815,CG25529,1,8,bbf
816,AW180837,1,8,bbf
817,CG36661,1,8,bbf
818,DZ24616,1,8,bbf
819,CG76853,1,8,bbf
820,CG141280,1,8,bbf
821,CG94334,1,8,bbf
822,CG130273,1,8,bbf
823,CG104411,1,8,bbf
824,CG106664,1,8,bbf
825,CG107354,1,8,bbf
826,CG123184,1,8,bbf
827,CG169445,1,8,bbf
828,CG147105,1,8,bbf
829,AY25791,1,8,bbf
830,AL168688,1,8,bbf
831,CH45737,1,8,bbf
832,CH38225,1,8,bbf
833,CH31171,1,8,bbf
834,CH15870,1,8,bbf
835,CH46026,1,8,bbf
836,CH35913,1,8,bbf
837,CH4692,1,8,bbf
838,CJ150794,1,8,bbf
839,CJ118406,1,8,bbf
840,CJ132105,1,8,bbf
841,CJ26576,1,8,bbf
842,CJ59364,1,8,bbf
843,CJ18447,1,8,bbf
844,CJ53569,1,8,bbf
845,CJ40739,1,8,bbf
846,CJ55814,1,8,bbf
847,CJ22540,1,8,bbf
848,CJ18970,1,8,bbf
849,EH639228,1,8,bbf
850,CJ63398,1,8,bbf
851,CJ49152,1,8,bbf
852,CJ136359,1,8,bbf
853,CJ20671,1,8,bbf
854,CJ117700,1,8,bbf
855,CJ61990,1,8,bbf
856,CJ11512,1,8,bbf
857,CJ137183,1,8,bbf
858,CK13433,1,8,bbf
859,CK11821,1,8,bbf
860,CK13490,1,8,bbf
861,CL2047,1,8,bbf
862,CL32879,1,8,bbf
863,CL50586,1,8,bbf
864,CL45923,1,8,bbf
865,CL9729,1,8,bbf
866,CL44115,1,8,bbf
867,CL47307,1,8,bbf
868,CL6826,1,8,bbf
869,CL57607,1,8,bbf
870,CL52037,1,8,bbf
871,CM34540,1,8,bbf
872,CM58878,1,8,bbf
873,CM6544,1,8,bbf
874,CM15695,1,8,bbf
875,CM49458,1,8,bbf
876,CM68886,1,8,bbf
877,CM51187,1,8,bbf
878,CN67544,1,8,bbf
879,CN35099,1,8,bbf
880,CN6137,1,8,bbf
881,CN47457,1,8,bbf
882,CN69287,1,8,bbf
883,CN24988,1,8,bbf
884,CN49350,1,8,bbf
885,CN17113,1,8,bbf
886,CN54521,1,8,bbf
887,CN48946,1,8,bbf
888,CN65975,1,8,bbf
889,CN70564,1,8,bbf
890,CN40912,1,8,bbf
891,CN25231,1,8,bbf
892,CN82734,1,8,bbf
893,CN74608,1,8,bbf
894,CP39052,1,8,bbf
895,CP33011,1,8,bbf
896,CP31687,1,8,bbf
897,CP35664,1,8,bbf
898,CP20993,1,8,bbf
899,CP36922,1,8,bbf
900,CP22055,1,8,bbf
901,CP14845,1,8,bbf
902,CP26093,1,8,bbf
903,CP22665,1,8,bbf
904,CP27002,1,8,bbf
905,CR16687,1,8,bbf
906,CR6299,1,8,bbf
907,CR6384,1,8,bbf
908,CR15516,1,8,bbf
909,CR11084,1,8,bbf
910,CR28240,1,8,bbf
911,CS31921,1,8,bbf
912,CS19366,1,8,bbf
913,CS18371,1,8,bbf
914,CS21750,1,8,bbf
915,CS30437,1,8,bbf
916,CS19040,1,8,bbf
917,CS31441,1,8,bbf
918,CT46492,1,8,bbf
919,CT45609,1,8,bbf
920,CT17332,1,8,bbf
921,CT35547,1,8,bbf
922,CT48102,1,8,bbf
923,CT37494,1,8,bbf
924,CT39086,1,8,bbf
925,CT38528,1,8,bbf
926,CT31276,1,8,bbf
927,CW892014,1,8,bbf
